Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Notes
23-06-21,,2,Background,16:40:19,17:07:40,,,,,,0.02,1,1000,1.842000e+09,8,1.190000e+10,1.240000e+10,2.045600e+06,
23-06-21,,2,Signal,17:12:59,17:40:21,,,,2/frequency.csv,2/signal.csv,0.02,1,1000,1.842000e+09,8,1.190000e+10,1.240000e+10,2.045600e+06,
