Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
25-03-08,,1,Background,14:16:25,14:19:04,,,,,,1.5,1,100,1.842000e+09,8,1.050000e+10,1.110000e+10,5.004567e+06,1,,,,,
25-03-08,,1,Background,14:21:47,14:34:58,,,,,,1.5,1,100,1.842000e+09,8,1.050000e+10,1.110000e+10,5.004567e+06,5,,,,,
25-03-08,,1,Signal,14:38:32,14:51:46,,,,,1/frequency.csv,1/signal.csv,1.5,1,100,1.842000e+09,8,1.050000e+10,1.110000e+10,5.004567e+06,5,,,,,
