Date,Label,Run,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Notes
23-05-02,With Sample,1,14:37:26,15:11:05,31,9.5,12.1,1/frequency.csv,1/signal.csv,0.02,1,1000,1.842000e+09,8,1.450000e+10,1.600000e+10,5.004560e+06,Periodic features 150 MHz width every 0.4 GHz
23-05-02,Sample Removed,2,16:17:55,16:51:33,31,0.7,12.07,2/frequency.csv,2/signal.csv,0.02,1,1000,1.842000e+09,8,1.450000e+10,1.595632e+10,5.004560e+06,No Sample - sig gen overheated on final avg causing dropped signal in data
