Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-03-19,,5,Background,14:24:37,14:36:50,,,,,,0.02,0.5,100,1.842000e+09,8,9.000000e+09,9.360000e+09,2.004567e+06,5,,,,,
24-03-19,,5,Signal,14:37:13,14:49:27,,,,,5/frequency.csv,5/signal.csv,0.02,0.5,100,1.842000e+09,8,9.000000e+09,9.360000e+09,2.004567e+06,5,,,,,
