Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
23-10-27,,13,Background,13:08:34,13:14:05,,,,,,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,2.004560e+06,5,,,,,
23-10-27,,13,Signal,13:14:20,13:19:52,,,,,13/frequency.csv,13/signal.csv,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,2.004560e+06,5,,,,,
