Sig,Std Dev
5.7124978140087926e-05,1.2184850618751056e-08
6.096912057748789e-05,1.0599577058304467e-08
6.325137798693042e-05,1.3913813671887e-08
6.796752270055422e-05,1.3041508084806314e-08
7.273884939359895e-05,1.4958399232196793e-08
7.52719988739349e-05,1.570580227078045e-08
8.080223235578067e-05,1.640418918211526e-08
8.538518715285681e-05,1.9366501401086386e-08
9.23614889133143e-05,1.7055060085977492e-08
9.634392304748503e-05,1.91396548581874e-08
0.00010383677349178143,1.9414034665575334e-08
0.00010707084549936509,2.6502196306972457e-08
0.00011761824701879244,2.5016378434825186e-08
0.00012459207652790308,2.5352560422254564e-08
0.00013254202466419398,2.9072842893338175e-08
0.00014322193293816768,3.273055767590556e-08
0.00015519327746335763,4.305101294640425e-08
0.0001669694100583112,3.583924123755376e-08
0.00018040284450362252,4.07346306505773e-08
0.00019478328842452457,3.466840160421604e-08
0.00021673115071470432,5.452649926951791e-08
0.00023401232175106166,3.457304543165435e-08
0.00025064088799179874,4.7162781679464317e-08
0.0002640049894370779,5.732007642373106e-08
0.00028435020878859356,8.060785041918868e-08
0.0002877135026520807,5.452414785475688e-08
0.0002975317772353237,4.947947426704514e-08
0.00028143933650368936,7.349580147676409e-08
0.000271808983754522,5.7121954856057917e-08
0.0002537541097037218,4.5090180890374564e-08
0.000256597221500757,5.4431634684067444e-08
0.0002542361983257493,6.633451934403587e-08
0.0002626055521028191,6.689639367635017e-08
0.00027393874796577313,5.222621437224771e-08
0.0002747597247881879,5.03979132295269e-08
0.00026520676626796795,5.0658197716651306e-08
0.00024390419604830354,6.032494496336877e-08
0.00021792486946317085,5.1324925708177265e-08
0.0002031394892097895,4.544901418934573e-08
0.00018671697221184778,4.119041883268318e-08
0.00016722763695693296,4.087176490092338e-08
0.0001454118201280856,3.116700564250631e-08
0.00013494373291964942,3.086520087040959e-08
0.00012113195139759534,2.447737273161087e-08
0.00010703765598762777,2.1781050260174615e-08
9.738498351629777e-05,2.6150953072502297e-08
8.84749537527403e-05,2.3803336233329373e-08
8.124975941915158e-05,1.6525307240945903e-08
7.146082780419708e-05,1.3589413572105616e-08
6.654631587566606e-05,1.3092414187646476e-08
6.015504138333291e-05,1.2435779523226046e-08
5.631842941180309e-05,1.1299719601376894e-08
5.14237589825723e-05,8.858119639715266e-09
4.8071742996631736e-05,9.782076095223205e-09
4.481503250717591e-05,1.0798431361921714e-08
