Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-11-16,,8,Signal,13:33:57,13:40:46,,,,,8/frequency.csv,8/signal.csv,0.8,0.25,100,1.842000e+09,8,1.060000e+10,1.110000e+10,2.004567e+06,3,,,,,
