Trace1,
Freq,,Amp,,
          2000000000,Hz,              -54.22, dBm,
          2000833333,Hz,              -54.23, dBm,
          2001666666,Hz,              -54.21, dBm,
          2002499999,Hz,              -54.25, dBm,
          2003333332,Hz,              -54.24, dBm,
          2004166665,Hz,              -54.22, dBm,
          2004999998,Hz,              -54.25, dBm,
          2005833331,Hz,              -54.25, dBm,
          2006666664,Hz,              -54.26, dBm,
          2007499997,Hz,              -54.27, dBm,
          2008333330,Hz,              -54.27, dBm,
          2009166663,Hz,              -54.25, dBm,
          2009999996,Hz,              -54.27, dBm,
          2010833329,Hz,              -54.22, dBm,
          2011666662,Hz,              -54.28, dBm,
          2012499995,Hz,              -54.29, dBm,
          2013333328,Hz,              -54.28, dBm,
          2014166661,Hz,              -54.25, dBm,
          2014999994,Hz,              -54.30, dBm,
          2015833327,Hz,              -54.29, dBm,
          2016666660,Hz,              -54.29, dBm,
          2017499993,Hz,              -54.34, dBm,
          2018333326,Hz,              -54.36, dBm,
          2019166659,Hz,              -54.30, dBm,
          2019999992,Hz,              -54.32, dBm,
          2020833325,Hz,              -54.31, dBm,
          2021666658,Hz,              -54.32, dBm,
          2022499991,Hz,              -54.31, dBm,
          2023333324,Hz,              -54.33, dBm,
          2024166657,Hz,              -54.30, dBm,
          2024999990,Hz,              -54.35, dBm,
          2025833323,Hz,              -54.34, dBm,
          2026666656,Hz,              -54.34, dBm,
          2027499989,Hz,              -54.35, dBm,
          2028333322,Hz,              -54.37, dBm,
          2029166655,Hz,              -54.35, dBm,
          2029999988,Hz,              -54.36, dBm,
          2030833321,Hz,              -54.31, dBm,
          2031666654,Hz,              -54.37, dBm,
          2032499987,Hz,              -54.37, dBm,
          2033333320,Hz,              -54.36, dBm,
          2034166653,Hz,              -54.39, dBm,
          2034999986,Hz,              -54.34, dBm,
          2035833319,Hz,              -54.35, dBm,
          2036666652,Hz,              -54.36, dBm,
          2037499985,Hz,              -54.33, dBm,
          2038333318,Hz,              -54.35, dBm,
          2039166651,Hz,              -54.34, dBm,
          2039999984,Hz,              -54.31, dBm,
          2040833317,Hz,              -54.35, dBm,
          2041666650,Hz,              -54.31, dBm,
          2042499983,Hz,              -54.31, dBm,
          2043333316,Hz,              -54.30, dBm,
          2044166649,Hz,              -54.32, dBm,
          2044999982,Hz,              -54.32, dBm,
          2045833315,Hz,              -54.30, dBm,
          2046666648,Hz,              -54.29, dBm,
          2047499981,Hz,              -54.28, dBm,
          2048333314,Hz,              -54.32, dBm,
          2049166647,Hz,              -54.28, dBm,
          2049999980,Hz,              -54.25, dBm,
          2050833313,Hz,              -54.23, dBm,
          2051666646,Hz,              -54.25, dBm,
          2052499979,Hz,              -54.27, dBm,
          2053333312,Hz,              -54.22, dBm,
          2054166645,Hz,              -54.24, dBm,
          2054999978,Hz,              -54.20, dBm,
          2055833311,Hz,              -54.20, dBm,
          2056666644,Hz,              -54.18, dBm,
          2057499977,Hz,              -54.17, dBm,
          2058333310,Hz,              -54.18, dBm,
          2059166643,Hz,              -54.16, dBm,
          2059999976,Hz,              -54.12, dBm,
          2060833309,Hz,              -54.16, dBm,
          2061666642,Hz,              -54.12, dBm,
          2062499975,Hz,              -54.09, dBm,
          2063333308,Hz,              -54.10, dBm,
          2064166641,Hz,              -54.08, dBm,
          2064999974,Hz,              -54.06, dBm,
          2065833307,Hz,              -54.06, dBm,
          2066666640,Hz,              -54.09, dBm,
          2067499973,Hz,              -54.06, dBm,
          2068333306,Hz,              -54.05, dBm,
          2069166639,Hz,              -54.01, dBm,
          2069999972,Hz,              -54.02, dBm,
          2070833305,Hz,              -54.02, dBm,
          2071666638,Hz,              -53.99, dBm,
          2072499971,Hz,              -53.94, dBm,
          2073333304,Hz,              -53.97, dBm,
          2074166637,Hz,              -53.96, dBm,
          2074999970,Hz,              -53.92, dBm,
          2075833303,Hz,              -53.93, dBm,
          2076666636,Hz,              -53.91, dBm,
          2077499969,Hz,              -53.89, dBm,
          2078333302,Hz,              -53.91, dBm,
          2079166635,Hz,              -53.87, dBm,
          2079999968,Hz,              -53.88, dBm,
          2080833301,Hz,              -53.84, dBm,
          2081666634,Hz,              -53.83, dBm,
          2082499967,Hz,              -53.83, dBm,
          2083333300,Hz,              -53.78, dBm,
          2084166633,Hz,              -53.78, dBm,
          2084999966,Hz,              -53.78, dBm,
          2085833299,Hz,              -53.79, dBm,
          2086666632,Hz,              -53.72, dBm,
          2087499965,Hz,              -53.74, dBm,
          2088333298,Hz,              -53.71, dBm,
          2089166631,Hz,              -53.71, dBm,
          2089999964,Hz,              -53.69, dBm,
          2090833297,Hz,              -53.73, dBm,
          2091666630,Hz,              -53.69, dBm,
          2092499963,Hz,              -53.65, dBm,
          2093333296,Hz,              -53.65, dBm,
          2094166629,Hz,              -53.63, dBm,
          2094999962,Hz,              -53.59, dBm,
          2095833295,Hz,              -53.61, dBm,
          2096666628,Hz,              -53.59, dBm,
          2097499961,Hz,              -53.58, dBm,
          2098333294,Hz,              -53.56, dBm,
          2099166627,Hz,              -53.57, dBm,
          2099999960,Hz,              -53.52, dBm,
          2100833293,Hz,              -53.52, dBm,
          2101666626,Hz,              -53.50, dBm,
          2102499959,Hz,              -53.51, dBm,
          2103333292,Hz,              -53.48, dBm,
          2104166625,Hz,              -53.46, dBm,
          2104999958,Hz,              -53.47, dBm,
          2105833291,Hz,              -53.44, dBm,
          2106666624,Hz,              -53.43, dBm,
          2107499957,Hz,              -53.41, dBm,
          2108333290,Hz,              -53.42, dBm,
          2109166623,Hz,              -53.37, dBm,
          2109999956,Hz,              -53.40, dBm,
          2110833289,Hz,              -53.38, dBm,
          2111666622,Hz,              -53.36, dBm,
          2112499955,Hz,              -53.30, dBm,
          2113333288,Hz,              -53.30, dBm,
          2114166621,Hz,              -53.33, dBm,
          2114999954,Hz,              -53.33, dBm,
          2115833287,Hz,              -53.32, dBm,
          2116666620,Hz,              -53.28, dBm,
          2117499953,Hz,              -53.25, dBm,
          2118333286,Hz,              -53.27, dBm,
          2119166619,Hz,              -53.24, dBm,
          2119999952,Hz,              -53.22, dBm,
          2120833285,Hz,              -53.22, dBm,
          2121666618,Hz,              -53.21, dBm,
          2122499951,Hz,              -53.17, dBm,
          2123333284,Hz,              -53.15, dBm,
          2124166617,Hz,              -53.15, dBm,
          2124999950,Hz,              -53.11, dBm,
          2125833283,Hz,              -53.13, dBm,
          2126666616,Hz,              -53.10, dBm,
          2127499949,Hz,              -53.12, dBm,
          2128333282,Hz,              -53.08, dBm,
          2129166615,Hz,              -53.11, dBm,
          2129999948,Hz,              -53.05, dBm,
          2130833281,Hz,              -53.07, dBm,
          2131666614,Hz,              -53.02, dBm,
          2132499947,Hz,              -53.05, dBm,
          2133333280,Hz,              -53.03, dBm,
          2134166613,Hz,              -53.03, dBm,
          2134999946,Hz,              -52.99, dBm,
          2135833279,Hz,              -52.97, dBm,
          2136666612,Hz,              -52.99, dBm,
          2137499945,Hz,              -52.96, dBm,
          2138333278,Hz,              -52.94, dBm,
          2139166611,Hz,              -52.96, dBm,
          2139999944,Hz,              -52.97, dBm,
          2140833277,Hz,              -52.93, dBm,
          2141666610,Hz,              -52.90, dBm,
