Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-11-16,,3,Signal,12:52:30,12:59:19,,,,,3/frequency.csv,3/signal.csv,0.8,0.25,100,1.842000e+09,8,1.060000e+10,1.110000e+10,2.004567e+06,3,,,,,
