Date,Label,Run,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Notes
23-04-17,500 nm TeO2,1,,,30,8,1,,,,,,,,,feature at 12p15! - LO maxed using uhna3 - 1 MHz step 1s dwell
