Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Notes
23-09-29,,2,Background,12:23:40,12:34:51,,,,,,0.04,1,200,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
23-09-29,,2,Signal,12:38:44,12:49:58,,,,,2/frequency.csv,2/signal.csv,0.04,1,200,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
