Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Notes
23-06-21,,1,Background,15:08:13,15:35:33,,,,,,0.02,1,1000,1.842000e+09,8,1.190000e+10,1.240000e+10,2.045600e+06,
23-06-21,,1,Signal,15:35:52,16:03:13,,,,1/frequency.csv,1/signal.csv,0.02,1,1000,1.842000e+09,8,1.190000e+10,1.240000e+10,2.045600e+06,
