Date,Label,Run,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Notes
23-07-04,1 μm TeO2,1,16:23:20,11:04:23,60,20,31,1/frequency.csv,1/signal.csv,0.04,5,1000,1.842000e+09,8,1.190000e+10,1.240000e+10,1.045600e+06,
