Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Notes
23-09-18,,2,Background,10:22:51,10:34:00,,,,,,0.04,1,200,1.842000e+09,8,2.300000e+09,2.800000e+09,5.045600e+06,
23-09-18,,2,Signal,10:34:27,10:45:36,,,,2/frequency.csv,2/signal.csv,0.04,1,200,1.842000e+09,8,2.300000e+09,2.800000e+09,5.045600e+06,
