Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-04-19,,2,Signal,22:58:04,23:17:14,,,,,2/frequency.csv,2/signal.csv,1.5,1,30,1.842000e+09,8,8.750000e+09,9.600000e+09,5.004567e+06,5,,,,,
