Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-11-23,,2,Signal,17:13:09,17:41:20,,,,,2/frequency.csv,2/signal.csv,0.8,1,100,1.842000e+09,8,1.060000e+10,1.110000e+10,2.004567e+06,5,,,,,
