Date,Label,Sets,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
24-02-21,1 cm UHNA3,1,13:42:50,13:47:40,52,120,38,1/frequency.csv,1/signal.csv,0.04,0.5,100,1.842000e+09,8,9.000000e+09,9.360000e+09,5.004567e+06,5,1549,1549.08,1549.073,1549.153,success
