Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
23-10-25,,35,Background,16:28:46,16:33:10,,,,,,0.04,0.1,100,1.842000e+09,8,9.000000e+09,9.280000e+09,2.004560e+06,5,,,,,
23-10-25,,35,Signal,16:33:24,16:37:48,,,,,35/frequency.csv,35/signal.csv,0.04,0.1,100,1.842000e+09,8,9.000000e+09,9.280000e+09,2.004560e+06,5,,,,,
