Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Notes
23-10-09,,2,Background,10:56:32,11:07:44,,,,,,0.04,1,100,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
23-10-09,,2,Signal,11:08:36,11:19:48,,,,,2/frequency.csv,2/signal.csv,0.04,1,100,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
