Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
23-10-27,,2,Background,10:39:26,10:44:57,,,,,,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,2.004560e+06,5,,,,,
23-10-27,,2,Signal,10:45:18,10:50:51,,,,,2/frequency.csv,2/signal.csv,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,2.004560e+06,5,,,,,
