"          2000000000",Hz,"              -53.93"," dBm",
"          2000833333",Hz,"              -53.92"," dBm",
"          2001666666",Hz,-53.936," dBm",
"          2002499999",Hz,-53.944," dBm",
"          2003333332",Hz,-53.946000000000005," dBm",
"          2004166665",Hz,-53.968," dBm",
"          2004999998",Hz,-53.959999999999994," dBm",
"          2005833331",Hz,-53.946000000000005," dBm",
"          2006666664",Hz,-53.962," dBm",
"          2007499997",Hz,-53.968," dBm",
"          2008333330",Hz,-53.986000000000004," dBm",
"          2009166663",Hz,-53.992," dBm",
"          2009999996",Hz,-53.99399999999999," dBm",
"          2010833329",Hz,-53.976," dBm",
"          2011666662",Hz,-53.977999999999994," dBm",
"          2012499995",Hz,-53.984," dBm",
"          2013333328",Hz,-54.007999999999996," dBm",
"          2014166661",Hz,-54.004000000000005," dBm",
"          2014999994",Hz,-53.998000000000005," dBm",
"          2015833327",Hz,-53.995999999999995," dBm",
"          2016666660",Hz,-54," dBm",
"          2017499993",Hz,-54.022000000000006," dBm",
"          2018333326",Hz,-54.012," dBm",
"          2019166659",Hz,-54.001999999999995," dBm",
"          2019999992",Hz,-54.024," dBm",
"          2020833325",Hz,-54.013999999999996," dBm",
"          2021666658",Hz,-54.022000000000006," dBm",
"          2022499991",Hz,-54.025999999999996," dBm",
"          2023333324",Hz,-54.024," dBm",
"          2024166657",Hz,-54.025999999999996," dBm",
"          2024999990",Hz,-54.02," dBm",
"          2025833323",Hz,-54.004," dBm",
"          2026666656",Hz,-54.024," dBm",
"          2027499989",Hz,-54.025999999999996," dBm",
"          2028333322",Hz,-54.013999999999996," dBm",
"          2029166655",Hz,-54.016," dBm",
"          2029999988",Hz,-54.044," dBm",
"          2030833321",Hz,-54.025999999999996," dBm",
"          2031666654",Hz,-54.029999999999994," dBm",
"          2032499987",Hz,-54.022000000000006," dBm",
"          2033333320",Hz,-54.034000000000006," dBm",
"          2034166653",Hz,-54.028," dBm",
"          2034999986",Hz,-54.028," dBm",
"          2035833319",Hz,-54.016," dBm",
"          2036666652",Hz,-54.013999999999996," dBm",
"          2037499985",Hz,-54.032000000000004," dBm",
"          2038333318",Hz,-54.02," dBm",
"          2039166651",Hz,-54.028," dBm",
"          2039999984",Hz,-53.99399999999999," dBm",
"          2040833317",Hz,-54.01800000000001," dBm",
"          2041666650",Hz,-54.007999999999996," dBm",
"          2042499983",Hz,-53.989999999999995," dBm",
"          2043333316",Hz,-53.99400000000001," dBm",
"          2044166649",Hz,-53.986000000000004," dBm",
"          2044999982",Hz,-53.976," dBm",
"          2045833315",Hz,-53.96," dBm",
"          2046666648",Hz,-53.96," dBm",
"          2047499981",Hz,-53.948," dBm",
"          2048333314",Hz,-53.934000000000005," dBm",
"          2049166647",Hz,-53.91799999999999," dBm",
"          2049999980",Hz,-53.926," dBm",
"          2050833313",Hz,-53.894000000000005," dBm",
"          2051666646",Hz,-53.882000000000005," dBm",
"          2052499979",Hz,-53.886," dBm",
"          2053333312",Hz,-53.86800000000001," dBm",
"          2054166645",Hz,-53.86600000000001," dBm",
"          2054999978",Hz,-53.855999999999995," dBm",
"          2055833311",Hz,-53.870000000000005," dBm",
"          2056666644",Hz,-53.839999999999996," dBm",
"          2057499977",Hz,-53.83399999999999," dBm",
"          2058333310",Hz,-53.81," dBm",
"          2059166643",Hz,-53.812," dBm",
"          2059999976",Hz,-53.774," dBm",
"          2060833309",Hz,-53.778," dBm",
"          2061666642",Hz,-53.748000000000005," dBm",
"          2062499975",Hz,-53.757999999999996," dBm",
"          2063333308",Hz,-53.742000000000004," dBm",
"          2064166641",Hz,-53.714," dBm",
"          2064999974",Hz,-53.712," dBm",
"          2065833307",Hz,-53.684000000000005," dBm",
"          2066666640",Hz,-53.69199999999999," dBm",
"          2067499973",Hz,-53.696000000000005," dBm",
"          2068333306",Hz,-53.641999999999996," dBm",
"          2069166639",Hz,-53.652," dBm",
"          2069999972",Hz,-53.63000000000001," dBm",
"          2070833305",Hz,-53.624," dBm",
"          2071666638",Hz,-53.604000000000006," dBm",
"          2072499971",Hz,-53.596000000000004," dBm",
"          2073333304",Hz,-53.568," dBm",
"          2074166637",Hz,-53.56," dBm",
"          2074999970",Hz,-53.525999999999996," dBm",
"          2075833303",Hz,-53.528," dBm",
"          2076666636",Hz,-53.504," dBm",
"          2077499969",Hz,-53.50600000000001," dBm",
"          2078333302",Hz,-53.476," dBm",
"          2079166635",Hz,-53.476," dBm",
"          2079999968",Hz,-53.455999999999996," dBm",
"          2080833301",Hz,-53.448," dBm",
"          2081666634",Hz,-53.426," dBm",
"          2082499967",Hz,-53.403999999999996," dBm",
"          2083333300",Hz,-53.396," dBm",
"          2084166633",Hz,-53.391999999999996," dBm",
"          2084999966",Hz,-53.36," dBm",
"          2085833299",Hz,-53.346000000000004," dBm",
"          2086666632",Hz,-53.324," dBm",
"          2087499965",Hz,-53.306," dBm",
"          2088333298",Hz,-53.29600000000001," dBm",
"          2089166631",Hz,-53.302," dBm",
"          2089999964",Hz,-53.262," dBm",
"          2090833297",Hz,-53.251999999999995," dBm",
"          2091666630",Hz,-53.238," dBm",
"          2092499963",Hz,-53.224000000000004," dBm",
"          2093333296",Hz,-53.2," dBm",
"          2094166629",Hz,-53.186," dBm",
"          2094999962",Hz,-53.176," dBm",
"          2095833295",Hz,-53.152," dBm",
"          2096666628",Hz,-53.14," dBm",
"          2097499961",Hz,-53.13599999999999," dBm",
"          2098333294",Hz,-53.11400000000001," dBm",
"          2099166627",Hz,-53.1," dBm",
"          2099999960",Hz,-53.080000000000005," dBm",
"          2100833293",Hz,-53.064," dBm",
"          2101666626",Hz,-53.040000000000006," dBm",
"          2102499959",Hz,-53.036," dBm",
"          2103333292",Hz,-53.032," dBm",
"          2104166625",Hz,-53.01800000000001," dBm",
"          2104999958",Hz,-52.974000000000004," dBm",
"          2105833291",Hz,-52.95799999999999," dBm",
"          2106666624",Hz,-52.948," dBm",
"          2107499957",Hz,-52.958000000000006," dBm",
"          2108333290",Hz,-52.906000000000006," dBm",
"          2109166623",Hz,-52.9," dBm",
"          2109999956",Hz,-52.888," dBm",
"          2110833289",Hz,-52.874," dBm",
"          2111666622",Hz,-52.862," dBm",
"          2112499955",Hz,-52.84400000000001," dBm",
"          2113333288",Hz,-52.83," dBm",
"          2114166621",Hz,-52.791999999999994," dBm",
"          2114999954",Hz,-52.803999999999995," dBm",
"          2115833287",Hz,-52.786," dBm",
"          2116666620",Hz,-52.754," dBm",
"          2117499953",Hz,-52.74400000000001," dBm",
"          2118333286",Hz,-52.727999999999994," dBm",
"          2119166619",Hz,-52.71400000000001," dBm",
"          2119999952",Hz,-52.705999999999996," dBm",
"          2120833285",Hz,-52.688," dBm",
"          2121666618",Hz,-52.674," dBm",
"          2122499951",Hz,-52.652," dBm",
"          2123333284",Hz,-52.64," dBm",
"          2124166617",Hz,-52.614," dBm",
"          2124999950",Hz,-52.58800000000001," dBm",
"          2125833283",Hz,-52.58," dBm",
"          2126666616",Hz,-52.568," dBm",
"          2127499949",Hz,-52.55," dBm",
"          2128333282",Hz,-52.536," dBm",
"          2129166615",Hz,-52.507999999999996," dBm",
"          2129999948",Hz,-52.5," dBm",
"          2130833281",Hz,-52.49400000000001," dBm",
"          2131666614",Hz,-52.462," dBm",
"          2132499947",Hz,-52.44," dBm",
"          2133333280",Hz,-52.428," dBm",
"          2134166613",Hz,-52.41799999999999," dBm",
"          2134999946",Hz,-52.4," dBm",
"          2135833279",Hz,-52.372," dBm",
"          2136666612",Hz,-52.362," dBm",
"          2137499945",Hz,-52.33800000000001," dBm",
