Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
23-10-26,,1,Background,15:40:56,15:43:08,,,,,,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,5.004560e+06,5,,,,,
23-10-26,,1,Signal,15:43:30,15:45:43,,,,,1/frequency.csv,1/signal.csv,0.04,0.1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,5.004560e+06,5,,,,,
