Date,Label,Sets,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Num Avgs,Pump Laser,Probe Laser,Stokes Filter,Probe Filter,Notes
23-11-13,10 μm CS2,1,12:48:35,12:56:23,69.8,131.3,49.8,1/frequency.csv,1/signal.csv,0.02,1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,5.004560e+06,5,1548.808,1548.898,1548.844,1548.934,nope
23-11-13,1MHz 1s dwell,2,13:38:25,14:17:47,70.1,132.3,48.52,2/frequency.csv,2/signal.csv,0.02,1,100,1.842000e+09,8,2.350000e+09,2.700000e+09,1.004560e+06,5,1548.808,1548.898,1548.844,1548.934,nope
