Date,Label,Run,Pump,Stokes,Probe,Frequency,Signal,Notes
23-3-24,no sample,1,137.3,37.7,55.45,1/frequency.csv,1/signal.csv,all powers in mW @ taps - 10GHz p-pr separation 5 MHz step 1s dwell 5x avg - 1.5-3GHz
23-3-24,no sample,2,137.3,37.7,55.45,2/frequency.csv,2/signal.csv,5 MHz step 1s dwell 5x avg - 3.2-5GHz
