Date,Label,Run,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency,Stop Frequency,Step,Notes
23-08-17,,1,14:05:44,14:15:45,,,,1/frequency.csv,1/signal.csv,0.04,1,1000,1.842000e+09,8,2.300000e+09,2.750000e+09,5.045600e+06,
