Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Notes
23-10-05,,2,Background,14:14:44,14:25:55,,,,,,0.08,1,200,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
23-10-05,,2,Signal,14:28:24,14:39:35,,,,,2/frequency.csv,2/signal.csv,0.08,1,200,2.000000e+09,8,2.300000e+09,2.800000e+09,5.004560e+06,5,
