Date,Label,Run,Data,Start Time,End Time (hr:min:sec),Pump,Stokes,Probe,Frequency,Signal,Range,Dwell,Bandwidth,Data Rate,Order,Start Frequency, Stop Frequency,Step,Num Avgs,Notes
23-10-25,,8,Background,11:26:16,11:30:40,,,,,,0.04,0.1,100,1.842000e+09,8,9.000000e+09,9.280000e+09,2.004560e+06,5,
23-10-25,,8,Signal,11:30:59,11:35:23,,,,,8/frequency.csv,8/signal.csv,0.04,0.1,100,1.842000e+09,8,9.000000e+09,9.280000e+09,2.004560e+06,5,
